$LB & $M: 9 times together
$EVE & $SS: 2 times together
$LGO & $SS: 2 times together
$SNTR & $SS: 2 times together
$EVE & $EXC: 2 times together
$EVE & $LGO: 2 times together
$EVE & $SNTR: 2 times together
$EXC & $LGO: 2 times together
$EXC & $SNTR: 2 times together
$LGO & $SNTR: 2 times together
$EDU & $IQ: 2 times together
$IQ & $ONE: 2 times together
$BIDU & $EDU: 2 times together
$EDU & $ONE: 2 times together
$BIDU & $ONE: 2 times together
$GE & $MOON: 1 times together
$CHCO & $HBAN: 1 times together
$CHCO & $PNC: 1 times together
$CHCO & $UBSI: 1 times together
$BBT & $HBAN: 1 times together
$BBT & $UBSI: 1 times together
$HBAN & $UBSI: 1 times together
$PNC & $UBSI: 1 times together
$ART & $RAD: 1 times together
$RAD & $SPF: 1 times together
$NLY & $RAD: 1 times together
$GNX & $RAD: 1 times together
$RAD & $XBY: 1 times together
$PAY & $RAD: 1 times together
$ART & $SPF: 1 times together
$ART & $NLY: 1 times together
$ART & $GNX: 1 times together
$ART & $XBY: 1 times together
$ART & $PAY: 1 times together
$NLY & $SPF: 1 times together
$GNX & $SPF: 1 times together
$SPF & $XBY: 1 times together
$PAY & $SPF: 1 times together
$GNX & $NLY: 1 times together
$NLY & $XBY: 1 times together
$NLY & $PAY: 1 times together
$GNX & $XBY: 1 times together
$GNX & $PAY: 1 times together
$PAY & $XBY: 1 times together
$CSX & $DHI: 1 times together
$CSX & $UDOW: 1 times together
$CSX & $VNE: 1 times together
$CSX & $HUYA: 1 times together
$DHI & $MS: 2 times together
$LRCX & $MS: 7 times together
$MS & $UDOW: 1 times together
$GOOG & $MS: 9 times together
$MS & $OMC: 2 times together
$MS & $VNE: 1 times together
$HUYA & $MS: 1 times together
$AVGO & $MS: 2 times together
$BA & $DHI: 1 times together
$BA & $UDOW: 1 times together
$BA & $OMC: 1 times together
$BA & $VNE: 1 times together
$ASML & $BA: 2 times together
$UAL & $UDOW: 1 times together
$UAL & $VNE: 1 times together
$AVGO & $UAL: 1 times together
$DHI & $TXT: 1 times together
$LRCX & $TXT: 1 times together
$TXT & $UDOW: 1 times together
$GOOG & $TXT: 1 times together
$TXT & $VNE: 1 times together
$HUYA & $TXT: 1 times together
$AVGO & $TXT: 1 times together
$DHI & $LRCX: 1 times together
$DHI & $UDOW: 1 times together
$DHI & $GOOG: 1 times together
$DHI & $OMC: 1 times together
$DHI & $VNE: 1 times together
$ASML & $DHI: 1 times together
$LRCX & $UDOW: 1 times together
$GOOG & $LRCX: 1 times together
$LRCX & $OMC: 1 times together
$LRCX & $VNE: 1 times together
$GWW & $LRCX: 1 times together
$HUYA & $LRCX: 1 times together
$ABT & $LRCX: 3 times together
$ASML & $LRCX: 14 times together
$LRCX & $SPY: 1 times together
$GOOG & $UDOW: 1 times together
$OMC & $UDOW: 1 times together
$UDOW & $VNE: 1 times together
$GWW & $UDOW: 1 times together
$HUYA & $UDOW: 1 times together
$ABT & $UDOW: 1 times together
$ASML & $UDOW: 1 times together
$SPY & $UDOW: 1 times together
$AVGO & $UDOW: 1 times together
$GOOG & $OMC: 1 times together
$GOOG & $VNE: 1 times together
$ABT & $GOOG: 5 times together
$ASML & $GOOG: 3 times together
$OMC & $VNE: 1 times together
$GWW & $OMC: 1 times together
$HUYA & $OMC: 1 times together
$ABT & $OMC: 1 times together
$ASML & $OMC: 1 times together
$AVGO & $OMC: 1 times together
$GWW & $VNE: 1 times together
$HUYA & $VNE: 1 times together
$ABT & $VNE: 1 times together
$ASML & $VNE: 1 times together
$SPY & $VNE: 1 times together
$GWW & $HUYA: 1 times together
$GWW & $SPY: 1 times together
$ABT & $HUYA: 1 times together
$ASML & $HUYA: 1 times together
$AVGO & $HUYA: 1 times together
$ABT & $SPY: 7 times together
$ABT & $AVGO: 1 times together
$ASML & $SPY: 2 times together
$MOO & $NTR: 2 times together
$ICL & $MOO: 1 times together
$QQQ & $USB: 7 times together
$QQQ & $TXT: 6 times together
$QQQ & $UBSH: 6 times together
$AKZOY & $QQQ: 6 times together
$AKZOY & $USB: 6 times together
$SPX & $TXT: 6 times together
$SPX & $UBSH: 6 times together
$AKZOY & $SPX: 6 times together
$AKZOY & $TXT: 6 times together
$AKZOY & $UBSH: 6 times together
$NVS & $SPX: 5 times together
$AKZOY & $NVS: 5 times together
$FCEL & $NOK: 1 times together
$DPW & $NOK: 1 times together
$CEI & $FCEL: 6 times together
$CEI & $MARA: 1 times together
$CEI & $DPW: 1 times together
$ERIC & $FCEL: 5 times together
$DPW & $ERIC: 2 times together
$FCEL & $MARA: 1 times together
$FCEL & $TOPS: 1 times together
$FCEL & $MTG: 6 times together
$DPW & $FCEL: 1 times together
$FCEL & $MBRX: 1 times together
$FCEL & $PRPO: 6 times together
$MARA & $TOPS: 1 times together
$MARA & $MTG: 1 times together
$MARA & $MBRX: 1 times together
$MARA & $PRPO: 1 times together
$DPW & $TOPS: 1 times together
$DPW & $MTG: 1 times together
$DPW & $MBRX: 1 times together
$DPW & $PRPO: 1 times together
$UUU & $WWR: 1 times together
$CLRB & $UUU: 1 times together
$AKER & $UUU: 1 times together
$LLY & $UUU: 1 times together
$URG & $UUU: 1 times together
$UEC & $UUU: 1 times together
$BIIB & $UUU: 1 times together
$CTIC & $UUU: 1 times together
$PFE & $UUU: 1 times together
$IMMU & $UUU: 1 times together
$CBIO & $UUU: 1 times together
$CCJ & $UUU: 1 times together
$MBRX & $UUU: 1 times together
$ADAP & $UUU: 1 times together
$CLRB & $WWR: 1 times together
$LLY & $WWR: 1 times together
$BIIB & $WWR: 1 times together
$CTIC & $WWR: 1 times together
$PFE & $WWR: 1 times together
$IMMU & $WWR: 1 times together
$CBIO & $WWR: 1 times together
$MBRX & $WWR: 1 times together
$ADAP & $WWR: 1 times together
$CLRB & $LLY: 1 times together
$BIIB & $CLRB: 1 times together
$CLRB & $CTIC: 1 times together
$CLRB & $PFE: 1 times together
$CCJ & $CLRB: 1 times together
$ADAP & $CLRB: 1 times together
$AKER & $LLY: 1 times together
$AKER & $BIIB: 1 times together
$AKER & $CTIC: 1 times together
$AKER & $PFE: 1 times together
$ADAP & $AKER: 1 times together
$LLY & $URG: 1 times together
$LLY & $UEC: 1 times together
$CTIC & $LLY: 2 times together
$CBIO & $LLY: 1 times together
$CCJ & $LLY: 1 times together
$LLY & $MBRX: 1 times together
$ADAP & $LLY: 1 times together
$BIIB & $URG: 1 times together
$CTIC & $URG: 1 times together
$PFE & $URG: 1 times together
$IMMU & $URG: 1 times together
$CBIO & $URG: 1 times together
$ADAP & $URG: 1 times together
$BIIB & $UEC: 1 times together
$CTIC & $UEC: 1 times together
$PFE & $UEC: 1 times together
$ADAP & $UEC: 1 times together
$BIIB & $CTIC: 1 times together
$BIIB & $IMMU: 1 times together
$BIIB & $CBIO: 1 times together
$BIIB & $CCJ: 1 times together
$BIIB & $MBRX: 1 times together
$ADAP & $BIIB: 1 times together
$CTIC & $PFE: 2 times together
$CTIC & $IMMU: 2 times together
$CBIO & $CTIC: 1 times together
$CCJ & $CTIC: 1 times together
$CTIC & $MBRX: 1 times together
$ADAP & $CTIC: 1 times together
$CBIO & $PFE: 1 times together
$CCJ & $PFE: 1 times together
$MBRX & $PFE: 1 times together
$ADAP & $PFE: 1 times together
$CCJ & $IMMU: 1 times together
$ADAP & $IMMU: 2 times together
$CBIO & $CCJ: 1 times together
$CCJ & $MBRX: 1 times together
$ADAP & $MBRX: 1 times together
$GLD & $TQQQ: 2 times together
$GLD & $XLE: 2 times together
$GLD & $IYR: 3 times together
$GLD & $XLF: 2 times together
$DUST & $GLD: 1 times together
$GLD & $HYG: 2 times together
$TQQQ & $XLE: 1 times together
$IYR & $TQQQ: 1 times together
$DUST & $TQQQ: 1 times together
$HYG & $TQQQ: 1 times together
$IYR & $XLE: 2 times together
$XLE & $XLF: 3 times together
$EEM & $XLE: 2 times together
$DUST & $XLE: 1 times together
$HYG & $XLE: 2 times together
$IYR & $XLF: 2 times together
$EEM & $IYR: 3 times together
$DUST & $IYR: 1 times together
$HYG & $IYR: 2 times together
$DUST & $XLF: 1 times together
$DUST & $EEM: 1 times together
$EEM & $HYG: 2 times together
$DUST & $HYG: 1 times together
$MCHX & $TSS: 1 times together
$CBS & $SIRI: 2 times together
$QEP & $SIRI: 1 times together
$PLNT & $SIRI: 2 times together
$MRO & $SIRI: 2 times together
$LVS & $SIRI: 2 times together
$ABX & $SIRI: 2 times together
$PFE & $SIRI: 2 times together
$EXR & $SIRI: 1 times together
$FHN & $SIRI: 3 times together
$HON & $SIRI: 2 times together
$HES & $SIRI: 2 times together
$AOBC & $SIRI: 2 times together
$SIRI & $WLL: 2 times together
$CBS & $QEP: 1 times together
$CBS & $PLNT: 2 times together
$CBS & $MRO: 2 times together
$ABX & $CBS: 2 times together
$CBS & $PFE: 2 times together
$CBS & $EXR: 1 times together
$CBS & $FHN: 2 times together
$CBS & $HON: 2 times together
$CBS & $HES: 2 times together
$AOBC & $CBS: 2 times together
$CBS & $WLL: 2 times together
$PLNT & $QEP: 1 times together
$ABX & $QEP: 1 times together
$EXR & $QEP: 1 times together
$FHN & $QEP: 1 times together
$HON & $QEP: 1 times together
$HES & $QEP: 2 times together
$AOBC & $QEP: 1 times together
$QEP & $WLL: 1 times together
$MRO & $PLNT: 2 times together
$LVS & $PLNT: 2 times together
$ABX & $PLNT: 2 times together
$PFE & $PLNT: 2 times together
$EXR & $PLNT: 1 times together
$FHN & $PLNT: 2 times together
$HON & $PLNT: 2 times together
$HES & $PLNT: 2 times together
$AOBC & $PLNT: 2 times together
$PLNT & $WLL: 2 times together
$LVS & $MRO: 2 times together
$ABX & $MRO: 3 times together
$MRO & $PFE: 2 times together
$EXR & $MRO: 1 times together
$FHN & $MRO: 2 times together
$HON & $MRO: 2 times together
$AOBC & $MRO: 2 times together
$ABX & $LVS: 2 times together
$EXR & $LVS: 1 times together
$FHN & $LVS: 2 times together
$HON & $LVS: 2 times together
$HES & $LVS: 2 times together
$AOBC & $LVS: 2 times together
$LVS & $WLL: 2 times together
$ABX & $PFE: 2 times together
$ABX & $EXR: 1 times together
$ABX & $FHN: 2 times together
$ABX & $HON: 2 times together
$ABX & $HES: 2 times together
$ABX & $AOBC: 2 times together
$EXR & $PFE: 1 times together
$FHN & $PFE: 2 times together
$HON & $PFE: 2 times together
$HES & $PFE: 2 times together
$AOBC & $PFE: 2 times together
$EXR & $HON: 1 times together
$EXR & $HES: 1 times together
$AOBC & $EXR: 1 times together
$EXR & $WLL: 1 times together
$FHN & $HON: 2 times together
$FHN & $HES: 2 times together
$AOBC & $FHN: 2 times together
$FHN & $WLL: 2 times together
$AOBC & $HON: 2 times together
$HON & $WLL: 2 times together
$AOBC & $HES: 2 times together
$AOBC & $WLL: 2 times together
$AGNC & $HLT: 1 times together
$HLT & $LH: 1 times together
$ENDP & $HLT: 1 times together
$DPZ & $HLT: 1 times together
$AKS & $HLT: 1 times together
$HLT & $MET: 1 times together
$HLT & $HST: 1 times together
$HLT & $PDCO: 1 times together
$HLT & $SWCH: 1 times together
$HLT & $STI: 1 times together
$CMA & $HLT: 1 times together
$AGNC & $LH: 1 times together
$AGNC & $ENDP: 1 times together
$AGNC & $DPZ: 1 times together
$AGNC & $AKS: 1 times together
$AGNC & $FDC: 1 times together
$AGNC & $MET: 1 times together
$AGNC & $MAR: 1 times together
$AGNC & $HST: 1 times together
$AGNC & $PDCO: 1 times together
$AGNC & $SWCH: 1 times together
$AGNC & $STI: 1 times together
$AGNC & $CMA: 1 times together
$ENDP & $LH: 1 times together
$DPZ & $LH: 1 times together
$AKS & $LH: 1 times together
$FDC & $LH: 1 times together
$LH & $MET: 1 times together
$LH & $MAR: 1 times together
$LH & $PDCO: 1 times together
$LH & $SWCH: 1 times together
$LH & $STI: 1 times together
$CMA & $LH: 1 times together
$DPZ & $ENDP: 1 times together
$AKS & $ENDP: 1 times together
$ENDP & $FDC: 1 times together
$ENDP & $MET: 1 times together
$ENDP & $MAR: 1 times together
$ENDP & $HST: 1 times together
$ENDP & $PDCO: 1 times together
$ENDP & $SWCH: 1 times together
$ENDP & $STI: 1 times together
$CMA & $ENDP: 1 times together
$AKS & $DPZ: 1 times together
$DPZ & $FDC: 1 times together
$DPZ & $MET: 1 times together
$DPZ & $MAR: 1 times together
$DPZ & $HST: 1 times together
$DPZ & $PDCO: 1 times together
$DPZ & $STI: 1 times together
$CMA & $DPZ: 1 times together
$AKS & $FDC: 1 times together
$AKS & $MET: 1 times together
$AKS & $MAR: 1 times together
$AKS & $HST: 1 times together
$AKS & $PDCO: 1 times together
$AKS & $SWCH: 1 times together
$AKS & $STI: 1 times together
$AKS & $CMA: 1 times together
$FDC & $MET: 1 times together
$FDC & $MAR: 1 times together
$FDC & $HST: 1 times together
$FDC & $PDCO: 1 times together
$FDC & $SWCH: 1 times together
$FDC & $STI: 1 times together
$CMA & $FDC: 1 times together
$HST & $MET: 1 times together
$MET & $SWCH: 1 times together
$MET & $STI: 1 times together
$CMA & $MET: 1 times together
$HST & $MAR: 1 times together
$MAR & $PDCO: 1 times together
$MAR & $SWCH: 1 times together
$MAR & $STI: 1 times together
$CMA & $MAR: 1 times together
$HST & $PDCO: 1 times together
$HST & $SWCH: 1 times together
$HST & $STI: 1 times together
$CMA & $HST: 1 times together
$PDCO & $SWCH: 1 times together
$PDCO & $STI: 1 times together
$CMA & $PDCO: 1 times together
$STI & $SWCH: 1 times together
$CMA & $SWCH: 1 times together
$CMA & $STI: 1 times together
$MDT & $SNAP: 1 times together
$FCAU & $MDT: 1 times together
$BAC & $MDT: 1 times together
$AABA & $MDT: 1 times together
$MDT & $SRE: 1 times together
$ECA & $MDT: 1 times together
$MDT & $MU: 1 times together
$FOXA & $MDT: 1 times together
$MDT & $NXPI: 1 times together
$MDT & $NFLX: 1 times together
$GGP & $SNAP: 1 times together
$FCAU & $GGP: 5 times together
$AMAT & $GGP: 1 times together
$GGP & $SRE: 7 times together
$CVS & $GGP: 1 times together
$CELG & $GGP: 2 times together
$OMC & $VZ: 1 times together
$AABA & $OMC: 2 times together
$OMC & $SRE: 7 times together
$MU & $OMC: 2 times together
$FOXA & $OMC: 1 times together
$NXPI & $OMC: 1 times together
$CVS & $OMC: 1 times together
$CELG & $OMC: 2 times together
$FCAU & $SNAP: 1 times together
$RF & $SNAP: 1 times together
$SNAP & $VZ: 1 times together
$AABA & $SNAP: 1 times together
$SNAP & $SRE: 1 times together
$ECA & $SNAP: 1 times together
$MU & $SNAP: 1 times together
$PAGS & $SNAP: 1 times together
$CVS & $SNAP: 1 times together
$BAC & $FCAU: 2 times together
$FCAU & $VZ: 1 times together
$AABA & $FCAU: 2 times together
$FCAU & $SRE: 4 times together
$FCAU & $MU: 2 times together
$FCAU & $FOXA: 1 times together
$FCAU & $NXPI: 1 times together
$FCAU & $NFLX: 2 times together
$AABA & $AMAT: 1 times together
$AMAT & $SRE: 1 times together
$AMAT & $PAGS: 1 times together
$AMAT & $FOXA: 4 times together
$AMAT & $NXPI: 2 times together
$RF & $VZ: 1 times together
$AABA & $RF: 1 times together
$RF & $SRE: 1 times together
$ECA & $RF: 1 times together
$MU & $RF: 1 times together
$NXPI & $RF: 1 times together
$NFLX & $RF: 1 times together
$CELG & $RF: 1 times together
$BAC & $SRE: 1 times together
$SRE & $VZ: 1 times together
$ECA & $VZ: 1 times together
$FOXA & $VZ: 1 times together
$CVS & $VZ: 1 times together
$CELG & $VZ: 1 times together
$AABA & $SRE: 1 times together
$AABA & $CVS: 1 times together
$ECA & $SRE: 4 times together
$MU & $SRE: 1 times together
$PAGS & $SRE: 4 times together
$FOXA & $SRE: 1 times together
$CVS & $SRE: 1 times together
$MSFT & $SRE: 1 times together
$CELG & $SRE: 1 times together
$ECA & $NFLX: 4 times together
$CVS & $PAGS: 1 times together
$CELG & $PAGS: 1 times together
$CVS & $FOXA: 1 times together
$CELG & $FOXA: 1 times together
$CELG & $NXPI: 1 times together
$CVS & $NFLX: 1 times together
$GDEN & $WPZ: 1 times together
$GDEN & $HBI: 1 times together
$BC & $GDEN: 1 times together
$GDEN & $IBM: 1 times together
$AREX & $GDEN: 1 times together
$EWZ & $GDEN: 1 times together
$DWDP & $GDEN: 1 times together
$GDEN & $UVXY: 1 times together
$AAL & $GDEN: 1 times together
$GDEN & $SCHW: 1 times together
$FOXA & $GDEN: 1 times together
$GDEN & $PXLW: 1 times together
$HBI & $WPZ: 1 times together
$BC & $WPZ: 1 times together
$IBM & $WPZ: 1 times together
$AREX & $WPZ: 1 times together
$EWZ & $WPZ: 1 times together
$DWDP & $WPZ: 1 times together
$UVXY & $WPZ: 1 times together
$SCHW & $WPZ: 1 times together
$FOXA & $WPZ: 1 times together
$PXLW & $WPZ: 1 times together
$BC & $HBI: 3 times together
$HBI & $IBM: 1 times together
$AREX & $HBI: 1 times together
$EWZ & $HBI: 1 times together
$DWDP & $HBI: 1 times together
$HBI & $UVXY: 1 times together
$AAL & $HBI: 1 times together
$HBI & $SCHW: 2 times together
$FOXA & $HBI: 1 times together
$HBI & $PXLW: 1 times together
$BC & $IBM: 1 times together
$AREX & $BC: 1 times together
$BC & $EWZ: 1 times together
$BC & $DWDP: 1 times together
$BC & $UVXY: 1 times together
$AAL & $BC: 1 times together
$BC & $SCHW: 1 times together
$BC & $FOXA: 1 times together
$BC & $PXLW: 1 times together
$AREX & $IBM: 1 times together
$EWZ & $IBM: 1 times together
$IBM & $UVXY: 1 times together
$FOXA & $IBM: 1 times together
$IBM & $PXLW: 1 times together
$AREX & $EWZ: 1 times together
$AREX & $DWDP: 1 times together
$AREX & $UVXY: 1 times together
$AAL & $AREX: 1 times together
$AREX & $SCHW: 1 times together
$AREX & $FOXA: 1 times together
$AREX & $PXLW: 1 times together
$DWDP & $EWZ: 1 times together
$EWZ & $UVXY: 2 times together
$AAL & $EWZ: 1 times together
$EWZ & $SCHW: 1 times together
$EWZ & $FOXA: 1 times together
$EWZ & $PXLW: 1 times together
$DWDP & $UVXY: 1 times together
$AAL & $DWDP: 1 times together
$DWDP & $SCHW: 1 times together
$DWDP & $FOXA: 1 times together
$DWDP & $PXLW: 1 times together
$AAL & $UVXY: 2 times together
$FOXA & $UVXY: 1 times together
$PXLW & $UVXY: 1 times together
$AAL & $SCHW: 1 times together
$AAL & $PXLW: 1 times together
$FOXA & $SCHW: 1 times together
$PXLW & $SCHW: 1 times together
$FOXA & $PXLW: 1 times together
$EBAY & $XNET: 1 times together
$EBAY & $NTES: 1 times together
$EBAY & $SRPT: 1 times together
$EBAY & $IBKR: 1 times together
$ADTN & $EBAY: 1 times together
$EBAY & $WDC: 1 times together
$EBAY & $GLW: 1 times together
$EBAY & $PHM: 1 times together
$NTES & $XNET: 1 times together
$QCOM & $XNET: 1 times together
$SRPT & $XNET: 1 times together
$IBKR & $XNET: 1 times together
$ADTN & $XNET: 1 times together
$WDC & $XNET: 1 times together
$LNG & $XNET: 1 times together
$APA & $XNET: 1 times together
$GLW & $XNET: 1 times together
$JD & $XNET: 1 times together
$PHM & $XNET: 1 times together
$NTES & $QCOM: 1 times together
$NTES & $SRPT: 1 times together
$IBKR & $NTES: 1 times together
$LNG & $NTES: 1 times together
$APA & $NTES: 1 times together
$GLW & $NTES: 1 times together
$NTES & $PHM: 1 times together
$QCOM & $SRPT: 1 times together
$IBKR & $QCOM: 1 times together
$ADTN & $QCOM: 1 times together
$LNG & $QCOM: 1 times together
$APA & $QCOM: 1 times together
$GLW & $QCOM: 1 times together
$JD & $QCOM: 1 times together
$PHM & $QCOM: 1 times together
$IBKR & $SRPT: 1 times together
$ADTN & $SRPT: 1 times together
$SRPT & $WDC: 1 times together
$LNG & $SRPT: 1 times together
$APA & $SRPT: 1 times together
$GLW & $SRPT: 1 times together
$JD & $SRPT: 1 times together
$PHM & $SRPT: 1 times together
$IBKR & $WDC: 1 times together
$IBKR & $LNG: 1 times together
$APA & $IBKR: 1 times together
$GLW & $IBKR: 1 times together
$IBKR & $JD: 1 times together
$IBKR & $PHM: 1 times together
$ADTN & $LNG: 1 times together
$ADTN & $APA: 1 times together
$ADTN & $GLW: 1 times together
$ADTN & $JD: 1 times together
$ADTN & $PHM: 1 times together
$LNG & $WDC: 1 times together
$APA & $WDC: 1 times together
$JD & $WDC: 1 times together
$PHM & $WDC: 1 times together
$GLW & $LNG: 1 times together
$LNG & $PHM: 1 times together
$APA & $GLW: 1 times together
$APA & $JD: 1 times together
$APA & $PHM: 1 times together
